openlibrary_work_key,title,original_title,description,release_year,image_url,external_rating_average,external_rating_count,first_publish_year,author_names,pages
OL40937W,The Secret Language of Destiny,The Secret Language of Destiny,"From the authors of ""The Secret Language Of Birthdays"" comes this mystical, magical key to understanding ones personal life path. Using unique combinations of astrology, numerology and *je ne sais quoi*, Gary Goldschneider and Joost Elffers have created a work that pinpoints some intimate characteristics and quirks of the individual. They also add thoughts on nutritional & metaphysical remedies unique to each personal path. 

For the self-reflective soul, the insights offered in this book could prove invaluable. From the music of the spheres, Gary and Joost brilliantly structure new, alchemical forms such as ""The Way of Responsibility"" and ""The Way of Translation"", various interpretations of personality & character traits that ring true deep within. 

The authors also include dozens of photographs listing historical and popular figures with correlations to their individual life paths.

The Secret Language of Destiny is an 800+ page, must-have resource for any metaphysical bookcase. This work can also serve as a practical guide to help anyone gain greater understanding about themselves and to find effective ways to engage the world around them.",1999,https://covers.openlibrary.org/b/id/7890953-L.jpg,4.714286,7,1999,"Gary Goldschneider, Joost Elffers",824
OL296153W,Letters from a father to his daughter,Letters from a father to his daughter,Nehruji has described in simple language the history of civilization. It answers a child's question that where do we come from? Who were our ancestors? How the languages originated? How religion started? How kings and kingdoms came into existence? What were the early civilizations like? It is an interesting book with interesting sketches. A must read for children.,1930,https://covers.openlibrary.org/b/id/8210996-L.jpg,4.714286,7,1930,Jawaharlal Nehru,123
OL1948399W,In the Fifth at Malory Towers,In the Fifth at Malory Towers,"Games, lessons, quarrels and tricks all form part of a lively term, but the biggest event of all is the Fifth Form pantomime, written, acted and produced entirely by the girls. It generates a lot of fun, but also a surprising amount of trouble.",1950,https://covers.openlibrary.org/b/id/14596264-L.jpg,4.714286,7,1950,Enid Blyton,160
OL1087724W,History of architecture,History of architecture,"A History of Architecture is the first major work of history to include an overview of the architectural achievements of the 20th Century. Banister Fletcher has been the standard one volume architectural history for over 100 years and continues to give a concise and factual account of world architecture from the earliest times. In this twentieth and centenary edition, edited by Dan Cruickshank with three consultant editors and fourteen new contributors, chapters have been recast and expanded and a third of the text is new. There are new chapters on the twentieth-century architecture of the Middle East (including Israel), South-east Asia, Hong Kong, Japan and Korea, the Indian subcontinent, Russia and the Soviet Union, Eastern Europe and Latin America. The book's scope has been widened to include more architecture from non European countries and coverage of pre twentieth century architecture now includes 6 chapters on Islam.

For the first time in Banister Fletcher's A History of Architecture the architecture of the20th century is considered as a whole and assessed in a historical perspective. There is more information on vernacular buildings and engineered structures as well as many new plans and sections. This unique reference book places buildings in their social, cultural and historical settings to describe the main patterns of architectural development, from Prehistoric to the International Style. Again in the words of Sir Banister Fletcher, this book shows that 'Architecture ... provides a key to the habits, thoughts and aspirations of the people, and without a knowledge of this art the history of any period lacks that human interest with which it should be invested.' Winner of the International Architecture Book Award, The American Institute of Architects Book of the Century. THE source book for the historical development of architecture. Publisher's description.",1963,https://covers.openlibrary.org/b/id/493320-L.jpg,4.714286,7,1963,"Fletcher, Banister Sir",1621
OL5759981W,"Leonardo, the Terrible Monster","Leonardo, the Terrible Monster","A picture book about Leonardo, a monster who can't scare anyone no matter how hard he tries.

An American Library Association Notable Children's Book (Younger Readers Awards)",2005,https://covers.openlibrary.org/b/id/545186-L.jpg,4.714286,7,2005,Mo Willems,48
OL17364508W,Pax,Pax,"Pax and Peter have been inseparable ever since Peter rescued him as a kit. But one day, the unimaginable happens: Peter's dad enlists in the military and makes him return the fox to the wild.

At his grandfather's house, three hundred miles away from home, Peter knows he isn't where he should be—with Pax. He strikes out on his own despite the encroaching war, spurred by love, loyalty, and grief, to be reunited with his fox.

Meanwhile Pax, steadfastly waiting for his boy, embarks on adventures and discoveries of his own. . . .",2016,https://covers.openlibrary.org/b/id/7442551-L.jpg,4.714286,7,2016,Sara Pennypacker,296
OL5921987W,Thinking Physics,Thinking Physics,"Lewis Carroll Epstein explains deep ideas in physics in an easy-to-understand way. Thinking Physics is a perfect beginner's guide to an amazingly wide range of physics-related questions. The book targets topics that science teachers and students spend time wondering about, like wing lift. Epstein elucidates the familiar but misunderstood — such as how tides work — along with more obscure but fascinating phenomena like the ""Bernoulli sub"" and the ""artificial aurora"" created by hydrogen bombs. Broken into many short sections and peppered with Epstein's own playful hand-drawn illustrations, the book does not simply give the right answer: It also goes into the answers that seem right but are wrong and shows why they are wrong — a rarity in science books. Thinking Physics is a rigorously correct, lighthearted, and cleverly designed Q and A book for physicists of all ages.",1979,https://covers.openlibrary.org/b/id/713866-L.jpg,4.714286,7,1979,"Lewis C. Epstein, Paul G. Hewitt",561
OL15523565W,UP diksiyonaryong Filipino,UP diksiyonaryong Filipino,Filipino languages dictionary.,2010,,4.714286,7,2010,Virgilio S. Almario,1350
OL20758187W,아몬드,아몬드,"A BTS fan favorite! A WALL STREET JOURNAL STORIES THAT CAN TAKE YOU ANYWHERE PICK * ENTERTAINMENT WEEKLY'S STAY HOME AND READ PICK * SALON'S BEST AND BOLDEST * BUSTLE'S MOST ANTICIPATED 

The Emissary meets The Curious Incident of the Dog in the Nighttime in this poignant and triumphant story about how love, friendship, and persistence can change a life forever.

This story is, in short, about a monster meeting another monster. 

One of the monsters is me.

Yunjae was born with a brain condition called Alexithymia that makes it hard for him to feel emotions like fear or anger. He does not have friends—the two almond-shaped neurons located deep in his brain have seen to that—but his devoted mother and grandmother provide him with a safe and content life. Their little home above his mother’s used bookstore is decorated with colorful Post-it notes that remind him when to smile, when to say ""thank you,"" and when to laugh.

Then on Christmas Eve—Yunjae’s sixteenth birthday—everything changes. A shocking act of random violence shatters his world, leaving him alone and on his own. Struggling to cope with his loss, Yunjae retreats into silent isolation, until troubled teenager Gon arrives at his school, and they develop a surprising bond.

As Yunjae begins to open his life to new people—including a girl at school—something slowly changes inside him. And when Gon suddenly finds his life at risk, Yunjae will have the chance to step outside of every comfort zone he has created to perhaps become the hero he never thought he would be.",2020,https://covers.openlibrary.org/b/id/11654300-L.jpg,4.714286,7,2020,"Won-Pyung Sohn, Won-pyung Sohn",266
OL5730720W,Mahō sensei Negima,Mahō sensei Negima,"Ten-year-old teacher/magician Negi Springfield is looking forward to taking his class of girls to the historic cities of Kyoto and Nara, but there's a catch! Negi's student Konoka is a kidnap target of feuding magicians in those very cities. To add to Negi's headaches, his sword-wielding student Setsuna may be a spy for the kidnappers.",2004,https://covers.openlibrary.org/b/id/212396-L.jpg,4.714286,7,2004,Ken Akamatsu,208
